,OCC_CODE,OCC_TITLE,TOT_EMP,A_MEAN,class_minor,class_major,OCC_CODE_minor,OCC_TITLE_minor,TOT_EMP_minor,A_MEAN_minor,OCC_CODE_major,OCC_TITLE_major,TOT_EMP_major,A_MEAN_major
314,43-5052,Postal Service Mail Carriers,342410,51780,43-5000,43-0000,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",4149140,35950,43-0000,Office and Administrative Support Occupations,21828990,38990
315,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",103830,51250,43-5000,43-0000,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",4149140,35950,43-0000,Office and Administrative Support Occupations,21828990,38990
316,43-5060,"Production, Planning, and Expediting Clerks",350150,50020,43-5000,43-0000,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",4149140,35950,43-0000,Office and Administrative Support Occupations,21828990,38990
317,43-5070,"Shipping, Receiving, and Traffic Clerks",655590,34980,43-5000,43-0000,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",4149140,35950,43-0000,Office and Administrative Support Occupations,21828990,38990
318,43-5080,Stock Clerks and Order Fillers,2056030,28520,43-5000,43-0000,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",4149140,35950,43-0000,Office and Administrative Support Occupations,21828990,38990
319,43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",65830,34100,43-5000,43-0000,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",4149140,35950,43-0000,Office and Administrative Support Occupations,21828990,38990
320,43-6010,Secretaries and Administrative Assistants,3498120,42320,43-6000,43-0000,43-6000,Secretaries and Administrative Assistants,3498120,42320,43-0000,Office and Administrative Support Occupations,21828990,38990
321,43-9010,Computer Operators,34700,46750,43-9000,43-0000,43-9000,Other Office and Administrative Support Workers,3873130,35940,43-0000,Office and Administrative Support Occupations,21828990,38990
322,43-9021,Data Entry Keyers,174930,33740,43-9000,43-0000,43-9000,Other Office and Administrative Support Workers,3873130,35940,43-0000,Office and Administrative Support Occupations,21828990,38990
323,43-9022,Word Processors and Typists,53130,41160,43-9000,43-0000,43-9000,Other Office and Administrative Support Workers,3873130,35940,43-0000,Office and Administrative Support Occupations,21828990,38990
324,43-9030,Desktop Publishers,10740,46750,43-9000,43-0000,43-9000,Other Office and Administrative Support Workers,3873130,35940,43-0000,Office and Administrative Support Occupations,21828990,38990
325,43-9040,Insurance Claims and Policy Processing Clerks,274560,42150,43-9000,43-0000,43-9000,Other Office and Administrative Support Workers,3873130,35940,43-0000,Office and Administrative Support Occupations,21828990,38990
326,43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",86150,32040,43-9000,43-0000,43-9000,Other Office and Administrative Support Workers,3873130,35940,43-0000,Office and Administrative Support Occupations,21828990,38990
327,43-9060,"Office Clerks, General",2972930,35200,43-9000,43-0000,43-9000,Other Office and Administrative Support Workers,3873130,35940,43-0000,Office and Administrative Support Occupations,21828990,38990
328,43-9070,"Office Machine Operators, Except Computer",48580,34530,43-9000,43-0000,43-9000,Other Office and Administrative Support Workers,3873130,35940,43-0000,Office and Administrative Support Occupations,21828990,38990
329,43-9080,Proofreaders and Copy Markers,9820,41950,43-9000,43-0000,43-9000,Other Office and Administrative Support Workers,3873130,35940,43-0000,Office and Administrative Support Occupations,21828990,38990
330,43-9110,Statistical Assistants,11010,50110,43-9000,43-0000,43-9000,Other Office and Administrative Support Workers,3873130,35940,43-0000,Office and Administrative Support Occupations,21828990,38990
331,43-9190,Miscellaneous Office and Administrative Support Workers,196570,37480,43-9000,43-0000,43-9000,Other Office and Administrative Support Workers,3873130,35940,43-0000,Office and Administrative Support Occupations,21828990,38990
332,45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",21800,50790,45-1000,45-0000,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",21800,50790,45-0000,"Farming, Fishing, and Forestry Occupations",480130,30140
333,45-2010,Agricultural Inspectors,13240,45970,45-2000,45-0000,45-2000,Agricultural Workers,411460,27910,45-0000,"Farming, Fishing, and Forestry Occupations",480130,30140
334,45-2020,Animal Breeders,2160,43080,45-2000,45-0000,45-2000,Agricultural Workers,411460,27910,45-0000,"Farming, Fishing, and Forestry Occupations",480130,30140
335,45-2040,"Graders and Sorters, Agricultural Products",38210,26510,45-2000,45-0000,45-2000,Agricultural Workers,411460,27910,45-0000,"Farming, Fishing, and Forestry Occupations",480130,30140
336,45-2090,Miscellaneous Agricultural Workers,357850,27290,45-2000,45-0000,45-2000,Agricultural Workers,411460,27910,45-0000,"Farming, Fishing, and Forestry Occupations",480130,30140
337,45-4010,Forest and Conservation Workers,7510,31320,45-4000,45-0000,45-4000,"Forest, Conservation, and Logging Workers",44910,40500,45-0000,"Farming, Fishing, and Forestry Occupations",480130,30140
338,45-4020,Logging Workers,37400,42340,45-4000,45-0000,45-4000,"Forest, Conservation, and Logging Workers",44910,40500,45-0000,"Farming, Fishing, and Forestry Occupations",480130,30140
339,47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,598210,70540,47-1000,47-0000,47-1000,Supervisors of Construction and Extraction Workers,598210,70540,47-0000,Construction and Extraction Occupations,5962640,51220
340,47-2010,Boilermakers,13870,63240,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
341,47-2020,"Brickmasons, Blockmasons, and Stonemasons",76240,52810,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
342,47-2030,Carpenters,718730,51120,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
343,47-2040,"Carpet, Floor, and Tile Installers and Finishers",83740,45330,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
344,47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",189130,47340,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
345,47-2060,Construction Laborers,1001470,40350,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
346,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",46760,44360,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
347,47-2072,Pile-Driver Operators,3450,64360,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
348,47-2073,Operating Engineers and Other Construction Equipment Operators,383480,53030,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
349,47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",120220,50420,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
350,47-2110,Electricians,655840,59190,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
351,47-2120,Glaziers,50940,48620,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
352,47-2130,Insulation Workers,56440,46910,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
353,47-2141,"Painters, Construction and Maintenance",228420,43050,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
354,47-2142,Paperhangers,2780,40840,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
355,47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",476140,56980,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
356,47-2160,Plasterers and Stucco Masons,24870,47610,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
357,47-2170,Reinforcing Iron and Rebar Workers,18360,54670,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
358,47-2180,Roofers,128680,43870,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
359,47-2210,Sheet Metal Workers,131570,52710,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
360,47-2220,Structural Iron and Steel Workers,77410,58170,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
361,47-2230,Solar Photovoltaic Installers,8950,46010,47-2000,47-0000,47-2000,Construction Trades Workers,4497490,49850,47-0000,Construction and Extraction Occupations,5962640,51220
362,47-3010,"Helpers, Construction Trades",233580,32900,47-3000,47-0000,47-3000,"Helpers, Construction Trades",233580,32900,47-0000,Construction and Extraction Occupations,5962640,51220
363,47-4010,Construction and Building Inspectors,104090,63150,47-4000,47-0000,47-4000,Other Construction and Related Workers,422540,50240,47-0000,Construction and Extraction Occupations,5962640,51220
364,47-4020,Elevator Installers and Repairers,26830,79370,47-4000,47-0000,47-4000,Other Construction and Related Workers,422540,50240,47-0000,Construction and Extraction Occupations,5962640,51220
365,47-4030,Fence Erectors,23530,37650,47-4000,47-0000,47-4000,Other Construction and Related Workers,422540,50240,47-0000,Construction and Extraction Occupations,5962640,51220
366,47-4040,Hazardous Materials Removal Workers,44000,47050,47-4000,47-0000,47-4000,Other Construction and Related Workers,422540,50240,47-0000,Construction and Extraction Occupations,5962640,51220
367,47-4050,Highway Maintenance Workers,149260,41440,47-4000,47-0000,47-4000,Other Construction and Related Workers,422540,50240,47-0000,Construction and Extraction Occupations,5962640,51220
368,47-4060,Rail-Track Laying and Maintenance Equipment Operators,14410,57120,47-4000,47-0000,47-4000,Other Construction and Related Workers,422540,50240,47-0000,Construction and Extraction Occupations,5962640,51220
369,47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,27090,41530,47-4000,47-0000,47-4000,Other Construction and Related Workers,422540,50240,47-0000,Construction and Extraction Occupations,5962640,51220
370,47-4090,Miscellaneous Construction and Related Workers,33340,43000,47-4000,47-0000,47-4000,Other Construction and Related Workers,422540,50240,47-0000,Construction and Extraction Occupations,5962640,51220
371,47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining",79030,52950,47-5000,47-0000,47-5000,Extraction Workers,210820,47760,47-0000,Construction and Extraction Occupations,5962640,51220
372,47-5020,"Earth Drillers, Except Oil and Gas",18270,47570,47-5000,47-0000,47-5000,Extraction Workers,210820,47760,47-0000,Construction and Extraction Occupations,5962640,51220
373,47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",5640,52780,47-5000,47-0000,47-5000,Extraction Workers,210820,47760,47-0000,Construction and Extraction Occupations,5962640,51220
374,47-5040,Mining Machine Operators,22910,53090,47-5000,47-0000,47-5000,Extraction Workers,210820,47760,47-0000,Construction and Extraction Occupations,5962640,51220
375,47-5050,"Rock Splitters, Quarry",4870,35760,47-5000,47-0000,47-5000,Extraction Workers,210820,47760,47-0000,Construction and Extraction Occupations,5962640,51220
376,47-5060,"Roof Bolters, Mining",3250,59090,47-5000,47-0000,47-5000,Extraction Workers,210820,47760,47-0000,Construction and Extraction Occupations,5962640,51220
377,47-5070,"Roustabouts, Oil and Gas",54810,40220,47-5000,47-0000,47-5000,Extraction Workers,210820,47760,47-0000,Construction and Extraction Occupations,5962640,51220
378,47-5080,Helpers--Extraction Workers,15930,37660,47-5000,47-0000,47-5000,Extraction Workers,210820,47760,47-0000,Construction and Extraction Occupations,5962640,51220
379,47-5090,Miscellaneous Extraction Workers,6110,54300,47-5000,47-0000,47-5000,Extraction Workers,210820,47760,47-0000,Construction and Extraction Occupations,5962640,51220
380,49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",471820,69320,49-1000,49-0000,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",471820,69320,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
381,49-2010,"Computer, Automated Teller, and Office Machine Repairers",102810,40880,49-2000,49-0000,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",583310,53190,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
382,49-2020,Radio and Telecommunications Equipment Installers and Repairers,243820,57030,49-2000,49-0000,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",583310,53190,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
383,49-2091,Avionics Technicians,18860,65330,49-2000,49-0000,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",583310,53190,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
384,49-2092,"Electric Motor, Power Tool, and Related Repairers",15800,45770,49-2000,49-0000,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",583310,53190,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
385,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",11680,61460,49-2000,49-0000,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",583310,53190,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
386,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",59520,59210,49-2000,49-0000,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",583310,53190,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
387,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",22980,80040,49-2000,49-0000,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",583310,53190,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
388,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",10880,36750,49-2000,49-0000,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",583310,53190,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
389,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,26070,39800,49-2000,49-0000,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",583310,53190,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
390,49-2098,Security and Fire Alarm Systems Installers,70900,48540,49-2000,49-0000,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",583310,53190,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
391,49-3010,Aircraft Mechanics and Service Technicians,131690,65230,49-3000,49-0000,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1614070,46200,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
392,49-3021,Automotive Body and Related Repairers,142060,46460,49-3000,49-0000,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1614070,46200,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
393,49-3022,Automotive Glass Installers and Repairers,19640,36370,49-3000,49-0000,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1614070,46200,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
394,49-3023,Automotive Service Technicians and Mechanics,648050,43730,49-3000,49-0000,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1614070,46200,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
395,49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,264860,49150,49-3000,49-0000,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1614070,46200,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
396,49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,199280,51780,49-3000,49-0000,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1614070,46200,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
397,49-3050,Small Engine Mechanics,69130,39180,49-3000,49-0000,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1614070,46200,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
398,49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",139370,30780,49-3000,49-0000,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1614070,46200,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
399,49-9010,Control and Valve Installers and Repairers,74400,53460,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
400,49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",324310,50160,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
401,49-9030,Home Appliance Repairers,31130,41020,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
402,49-9041,Industrial Machinery Mechanics,362440,54000,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
403,49-9043,"Maintenance Workers, Machinery",80270,48720,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
404,49-9044,Millwrights,43810,56250,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
405,49-9045,"Refractory Materials Repairers, Except Brickmasons",1120,52510,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
406,49-9051,Electrical Power-Line Installers and Repairers,114800,70240,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
407,49-9052,Telecommunications Line Installers and Repairers,118200,59000,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
408,49-9060,Precision Instrument and Equipment Repairers,72010,51120,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
409,49-9070,"Maintenance and Repair Workers, General",1384240,41020,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
410,49-9080,Wind Turbine Service Technicians,5580,58000,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
411,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",32920,36390,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
412,49-9092,Commercial Divers,3380,59470,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
413,49-9093,"Fabric Menders, Except Garment",400,33550,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
414,49-9094,Locksmiths and Safe Repairers,16970,43740,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
415,49-9095,Manufactured Building and Mobile Home Installers,2920,32910,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
416,49-9096,Riggers,20970,51330,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
417,49-9097,Signal and Track Switch Repairers,7730,67800,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
418,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",105040,31390,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
419,49-9099,"Installation, Maintenance, and Repair Workers, All Other",157030,43050,49-9000,49-0000,49-9000,"Other Installation, Maintenance, and Repair Occupations",2959670,46380,49-0000,"Installation, Maintenance, and Repair Occupations",5628880,48960
420,51-1010,First-Line Supervisors of Production and Operating Workers,622790,64340,51-1000,51-0000,51-1000,Supervisors of Production Workers,622790,64340,51-0000,Production Occupations,9115530,39190
421,51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",43150,55530,51-2000,51-0000,51-2000,Assemblers and Fabricators,1831200,35650,51-0000,Production Occupations,9115530,39190
422,51-2020,"Electrical, Electronics, and Electromechanical Assemblers",287630,35910,51-2000,51-0000,51-2000,Assemblers and Fabricators,1831200,35650,51-0000,Production Occupations,9115530,39190
423,51-2030,Engine and Other Machine Assemblers,48200,45330,51-2000,51-0000,51-2000,Assemblers and Fabricators,1831200,35650,51-0000,Production Occupations,9115530,39190
424,51-2040,Structural Metal Fabricators and Fitters,76090,41640,51-2000,51-0000,51-2000,Assemblers and Fabricators,1831200,35650,51-0000,Production Occupations,9115530,39190
425,51-2090,Miscellaneous Assemblers and Fabricators,1376130,34300,51-2000,51-0000,51-2000,Assemblers and Fabricators,1831200,35650,51-0000,Production Occupations,9115530,39190
426,51-3010,Bakers,180010,28660,51-3000,51-0000,51-3000,Food Processing Workers,801770,30090,51-0000,Production Occupations,9115530,39190
427,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",365660,29910,51-3000,51-0000,51-3000,Food Processing Workers,801770,30090,51-0000,Production Occupations,9115530,39190
428,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",21060,32730,51-3000,51-0000,51-3000,Food Processing Workers,801770,30090,51-0000,Production Occupations,9115530,39190
429,51-3092,Food Batchmakers,160160,32090,51-3000,51-0000,51-3000,Food Processing Workers,801770,30090,51-0000,Production Occupations,9115530,39190
430,51-3093,Food Cooking Machine Operators and Tenders,32260,31690,51-3000,51-0000,51-3000,Food Processing Workers,801770,30090,51-0000,Production Occupations,9115530,39190
431,51-3099,"Food Processing Workers, All Other",42620,27590,51-3000,51-0000,51-3000,Food Processing Workers,801770,30090,51-0000,Production Occupations,9115530,39190
432,51-4010,Computer Control Programmers and Operators,171920,43940,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
433,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",75610,36620,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
434,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",18330,40770,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
435,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",26700,40790,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
436,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",186640,36180,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
437,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",11400,41490,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
438,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",71870,36690,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
439,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",29510,41090,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
440,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",19440,44490,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
441,51-4040,Machinists,384350,45250,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
442,51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",25520,41160,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
443,51-4060,"Model Makers and Patternmakers, Metal and Plastic",8090,53430,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
444,51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",179710,34200,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
445,51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",133840,37510,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
446,51-4110,Tool and Die Makers,72700,53650,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
447,51-4120,"Welding, Soldering, and Brazing Workers",424270,43930,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
448,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",19690,39050,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
449,51-4192,"Layout Workers, Metal and Plastic",8170,47380,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
450,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",40070,34830,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
451,51-4194,"Tool Grinders, Filers, and Sharpeners",7070,40890,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
452,51-4199,"Metal Workers and Plastic Workers, All Other",25470,38140,51-4000,51-0000,51-4000,Metal Workers and Plastic Workers,1940370,41480,51-0000,Production Occupations,9115530,39190
453,51-5111,Prepress Technicians and Workers,29990,42240,51-5100,51-0000,51-5100,Printing Workers,249140,38260,51-0000,Production Occupations,9115530,39190
454,51-5112,Printing Press Operators,173470,38470,51-5100,51-0000,51-5100,Printing Workers,249140,38260,51-0000,Production Occupations,9115530,39190
455,51-5113,Print Binding and Finishing Workers,45690,34850,51-5100,51-0000,51-5100,Printing Workers,249140,38260,51-0000,Production Occupations,9115530,39190
456,51-6010,Laundry and Dry-Cleaning Workers,213350,24480,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
457,51-6020,"Pressers, Textile, Garment, and Related Materials",38320,24060,51-6000,51-0000,51-6000,"Textile, Apparel, and Furnishings Workers",574130,27690,51-0000,Production Occupations,9115530,39190
