OCCLY,OCC,ASECWT,Observations,OCCLY_label,OCC_label,EMPOCCLY_unadj,EMPOCC_unadj,EMPOCC_incimp,transition_prob,transition_prob_adj,incoming_prob,transition_adj_networkers
5240,5810,3533.61,3,Customer service representatives,Data entry keyers,17177714.48,2442629.46,2886502.71,0.00020570897275735834,0.0003188489077739054,0.0014466418496401825,5477.095499999999
5240,5820,903.93,1,Customer service representatives,Word processors and typists,17177714.48,784144.66,935636.4400000001,5.2622250826933055e-05,8.156448878174623e-05,0.001152759237052,1401.0914999999998
5240,5840,34029.23,11,Customer service representatives,Insurance claims and policy processing clerks,17177714.48,2354031.0,2821437.31,0.001981010339857506,0.0030705660267791343,0.014455727218545551,52745.306500000006
5240,5860,20847.37,8,Customer service representatives,Office clerks general,17177714.48,9282059.52,11522735.6,0.0012136288575684837,0.0018811247292311497,0.002245985382347559,32313.4235
5240,5940,7439.209999999999,3,Customer service representatives,Office and administrative support workers all other,17177714.48,4480133.42,5276547.59,0.0004330733293222137,0.0006712636604494313,0.0016604884950055794,11530.7755
5240,6050,3618.26,1,Customer service representatives,Miscellaneous agricultural workers,17177714.48,5294691.79,6415968.91,0.00021063686931184806,0.0003264871474333645,0.0006833749996239158,5608.303
5240,6230,5486.13,3,Customer service representatives,Carpenters,17177714.48,10009886.8,12282250.44,0.000319374850850356,0.0004950310188180518,0.0005480711330321937,8503.5015
5240,6240,1336.51,1,Customer service representatives,Carpet floor and tile installers and finishers,17177714.48,1216808.27,1477396.41,7.78048791971771e-05,0.00012059756275562451,0.0010983735342298421,2071.5905
5240,6355,164.65,1,Customer service representatives,Electricians,17177714.48,5979007.33,7266938.46,9.585093534515425e-06,1.4856894978498909e-05,2.753801608067271e-05,255.2075
5240,6440,2291.34,2,Customer service representatives,Pipelayers plumbers pipefitters and steamfitters,17177714.48,4722951.85,5666272.27,0.00013339027160265152,0.00020675492098410988,0.00048514998093829824,3551.577
5240,6515,442.67,1,Customer service representatives,Roofers,17177714.48,1653594.36,2087979.22,2.5770017339349793e-05,3.994352687599218e-05,0.00026770168712960535,686.1385000000001
5240,6520,4802.02,1,Customer service representatives,Sheet metal workers,17177714.48,938850.66,1143884.21,0.0002795494130252886,0.00043330159018919735,0.005114785774342429,7443.131000000001
5240,6530,1598.16,1,Customer service representatives,Structural iron and steel workers ,17177714.48,516131.72,617449.27,9.303682406997371e-05,0.00014420707730845926,0.0030964188753987067,2477.148
5240,6600,6954.360000000001,2,Customer service representatives,Helpers construction trades,17177714.48,423827.03,510938.47000000003,0.00040484780487514544,0.0006275140975564754,0.016408486263842115,10779.258
5240,6740,1408.1,1,Customer service representatives,Rail-track laying and maintenance equipment operators,17177714.48,62286.0,85159.5,8.197248834467761e-05,0.0001270573569342503,0.022607006389878944,2182.555
5240,6940,692.85,2,Customer service representatives,Other extraction workers,17177714.48,595895.14,732474.91,4.033423659513521e-05,6.251806672245958e-05,0.001162704565773099,1073.9175
5240,7010,3440.89,2,Customer service representatives,Computer automated teller and office machine repairers,17177714.48,2016295.8,2405063.86,0.00020031128145750853,0.0003104824862591382,0.00170654028044893,5333.379499999999
5240,7020,2540.12,1,Customer service representatives,Radio and telecommunications equipment installers and repairers,17177714.48,1197882.14,1405572.18,0.0001478729899112865,0.00022920313436249407,0.0021205091178669714,3937.186
5240,7130,1244.44,1,Customer service representatives,Security and fire alarm systems installers,17177714.48,496148.98,604929.28,7.244502762279002e-05,0.00011228979281532453,0.0025081982431970334,1928.8820000000003
5240,7200,6726.83,5,Customer service representatives,Automotive service technicians and mechanics,17177714.48,6702992.88,8201612.52,0.0003916021545143298,0.0006069833394972112,0.0010035561905594624,10426.586500000001
5240,7210,555.25,1,Customer service representatives,Bus and truck mechanics and diesel engine specialists,17177714.48,2736708.61,3194959.8,3.2323857789490977e-05,5.010197957371101e-05,0.00020288970406681333,860.6374999999999
5240,7220,356.31,1,Customer service representatives,Heavy vehicle and mobile equipment service technicians and mechanics,17177714.48,1679709.12,1992770.15,2.0742573199412033e-05,3.215098845908865e-05,0.00021212601381839254,552.2805
5240,7260,2005.52,1,Customer service representatives,Miscellaneous vehicle and mobile equipment mechanics installers and repairers,17177714.48,739412.98,909847.49,0.00011675127109226465,0.00018096447019301022,0.00271231376003164,3108.556
5240,7315,1800.56,1,Customer service representatives,Heating air conditioning and refrigeration mechanics and installers,17177714.48,2937342.12,3711796.15,0.00010481953242943877,0.0001624702752656301,0.0006129895417153518,2790.868
5240,7720,3224.83,1,Customer service representatives,Electrical electronics and electromechanical assemblers,17177714.48,1244471.52,1458569.07,0.00018773335671370408,0.0002909867029062413,0.00259132487017461,4998.4865
5240,7750,8090.76,3,Customer service representatives,Miscellaneous assemblers and fabricators,17177714.48,8077589.1,9742648.04,0.0004710032879764107,0.0007300550963634366,0.0010016305484021218,12540.678000000002
5240,7800,3354.96,2,Customer service representatives,Bakers,17177714.48,1682460.36,2051266.55,0.0001953088697513384,0.00030272874811457457,0.001994079670322812,5200.188
5240,8200,4250.38,1,Customer service representatives,Plating and coating machine setters operators and tenders metal and plastic,17177714.48,169403.63999999998,192603.44,0.00024743571124952125,0.00038352535243675796,0.025090251897775046,6588.089000000001
5240,8220,1402.93,1,Customer service representatives,Metalworkers and plastic workers all others,17177714.48,3330302.47,3921299.25,8.167151698984346e-05,0.00012659085133425737,0.00042126203629786217,2174.5415000000003
5240,8250,841.97,1,Customer service representatives,Prepress technicians and workers,17177714.48,230537.46,268850.89,4.9015251765903146e-05,7.597364023714988e-05,0.0036522047219571174,1305.0535
5240,8740,4642.66,4,Customer service representatives,Inspectors testers sorters samplers and weighers,17177714.48,5951524.19,7125837.42,0.00027027227664107735,0.0004189220287936699,0.0007800791615366012,7196.1230000000005
5240,8760,2162.27,1,Customer service representatives,Medical dental and ophthalmic laboratory technicians,17177714.48,720150.6,890334.88,0.00012587646642500254,0.00019510852295875395,0.0030025247496843024,3351.5185
5240,8965,7893.65,7,Customer service representatives,Production workers all other,17177714.48,7344078.47,9050888.55,0.0004595285367672498,0.0007122692319892372,0.0010748319251006042,12235.1575
5240,9000,588.38,1,Customer service representatives,Supervisors transportation and material moving workers,17177714.48,1566037.83,1823213.74,3.425251948884413e-05,5.30914052077084e-05,0.0003757125075324649,911.989
5240,9110,391.05,1,Customer service representatives,Ambulance drivers and attendants except emergency medical technicians,17177714.48,118999.06999999999,150060.13,2.27649609879882e-05,3.528568953138171e-05,0.003286160135537194,606.1275
5240,9120,197.3,1,Customer service representatives,Bus drivers,17177714.48,4804022.27,5877182.67,1.1485812051988421e-05,1.7803008680582053e-05,4.106975132736011e-05,305.81500000000005
5240,9130,12646.69,9,Customer service representatives,Driver/sales workers and truck drivers,17177714.48,26324692.88,32248726.71,0.0007362265809415176,0.0011411512004593524,0.0004804116825844618,19602.3695
5240,9350,3146.29,1,Customer service representatives,Parking lot attendants,17177714.48,663546.95,769832.3,0.00018316115357856384,0.00028389978804677394,0.004741623784119572,4876.7495
5240,9600,6826.44,3,Customer service representatives,Industrial truck and tractor operators,17177714.48,4688584.96,5605525.71,0.0003974009469040843,0.0006159714677013307,0.0014559702038544268,10580.982
5240,9610,6503.49,2,Customer service representatives,Cleaners of vehicles and equipment,17177714.48,2445076.7,3014741.89,0.000378600424845343,0.0005868306585102817,0.0026598306711605405,10080.409500000002
5240,9620,25382.59,18,Customer service representatives,Laborers and freight stock and material movers hand,17177714.48,14454385.23,17641865.57,0.0014776465186653865,0.002290352103931349,0.001756047704285518,39343.0145
5240,9640,5731.74,4,Customer service representatives,Packers and packagers hand,17177714.48,3964948.59,4757604.76,0.0003336730277286574,0.000517193192979419,0.001445602602378257,8884.197
5250,630,386.1,1,Eligibility interviewers government programs,Human resource workers,644378.64,5337938.5,6409378.82,0.0005991818723227697,0.0009287319021002931,7.233129418782176e-05,598.455
5250,2200,622.42,1,Eligibility interviewers government programs,Postsecondary teachers,644378.64,11993285.9,13780683.22,0.0009659227686380169,0.001497180291388926,5.189737034451917e-05,964.751
5250,2300,1988.89,1,Eligibility interviewers government programs,Preschool and kindergarten teachers,644378.64,5962273.57,6942739.52,0.0030865237866978335,0.004784111869381642,0.0003335791249176109,3082.7795
5250,2340,5191.92,1,Eligibility interviewers government programs,Other teachers and instructors,644378.64,7215768.95,8613033.87,0.008057250314814905,0.012488737987963103,0.0007195241471804609,8047.4760000000015
5250,2540,317.81,1,Eligibility interviewers government programs,Teacher assistants,644378.64,8173631.22,9845063.82,0.000493203809486919,0.0007644659047047245,3.8882351239722316e-05,492.6055
5250,4700,154.07,1,Eligibility interviewers government programs,First-line supervisors/managers of retail sales workers,644378.64,26229527.18,32085839.1,0.0002390985523666644,0.0003706027561683298,5.873914498827805e-06,238.80849999999998
5250,4760,2857.47,1,Eligibility interviewers government programs,Retail salespersons,644378.64,24133685.46,30119043.79,0.004434457976446891,0.0068734098634926815,0.00011840172545283515,4429.0785
5250,5110,740.9,1,Eligibility interviewers government programs,Billing and posting clerks and machine operators,644378.64,3822591.72,4536905.36,0.001149789819228024,0.0017821742198034373,0.00019382137938602555,1148.395
5250,5250,632119.06,373,Eligibility interviewers government programs,Eligibility interviewers government programs,644378.64,649057.98,756547.05,0.9809745710999981,0.970510585204997,0.9739023006850637,625376.2910000001
5260,160,2834.38,1,File clerks,Transportation storage and distribution managers,1857279.65,2215391.37,2609797.35,0.0015260922069544026,0.002365442920779324,0.0012794037380402,4393.289000000001
5260,350,4672.43,1,File clerks,Medical and health services managers,1857279.65,5069310.67,6043699.1,0.002515738542658345,0.0038993947411204346,0.0009217091443322412,7242.266500000001
5260,410,1120.39,1,File clerks,Property real estate and community association managers,1857279.65,5552245.52,6804110.33,0.0006032424896272353,0.0009350258589222147,0.00020179042802847814,1736.6045000000004
5260,710,337.65,1,File clerks,Management analysts,1857279.65,6995878.92,8256046.57,0.00018179814762951825,0.0002817871288257533,4.8264128619310065e-05,523.3575
5260,740,982.38,1,File clerks,Business operations specialists all other,1857279.65,2063381.73,2449590.19,0.0005289348860307602,0.0008198490733476783,0.0004761019183784282,1522.689
5260,800,4256.5,1,File clerks,Accountants and auditors,1857279.65,14958217.91,17785360.31,0.0022917927302977775,0.003552278731961555,0.00028455929881556326,6597.575000000001
5260,910,1520.66,1,File clerks,Loan counselors and officers,1857279.65,2752663.67,3379673.32,0.0008187566153540746,0.0012690727537988157,0.0005524321828972299,2357.0230000000006
5260,1060,1264.3,1,File clerks,Database administrators,1857279.65,970783.23,1087615.01,0.0006807267823130458,0.001055126512585221,0.0013023504742660213,1959.6649999999997
5260,1550,2238.4,1,File clerks,Engineering technicians except drafters,1857279.65,3195462.51,3904723.61,0.0012052035351811452,0.0018680654795307752,0.0007004932753850397,3469.5200000000004
5260,1965,3171.05,1,File clerks,Miscellaneous life physical and social science technicians,1857279.65,1291108.79,1491959.74,0.0017073627011419633,0.0026464121867700433,0.002456067238144975,4915.1275000000005
5260,2200,2208.69,2,File clerks,Postsecondary teachers,1857279.65,11993285.9,13780683.22,0.0011892070211397623,0.0018432708827666316,0.0001841605393564411,3423.4695000000006
5260,2310,4154.23,1,File clerks,Elementary and middle school teachers,1857279.65,27021851.52,32141920.06,0.002236728324676362,0.0034669289032483613,0.00015373594947501213,6439.0565
5260,2340,1275.75,1,File clerks,Other teachers and instructors,1857279.65,7215768.95,8613033.87,0.0006868917128338751,0.0010646821548925063,0.000176800284050115,1977.4125
5260,2540,1674.24,1,File clerks,Teacher assistants,1857279.65,8173631.22,9845063.82,0.0009014474476151182,0.0013972435438034333,0.00020483429640222992,2595.072
5260,2630,5156.660000000001,2,File clerks,Designers,1857279.65,6935651.14,8308150.55,0.002776458569392068,0.004303510782557705,0.000743500486963651,7992.823
5260,2720,2059.92,1,File clerks,Athletes coaches umpires and related workers,1857279.65,2186551.83,2657964.79,0.0011091059981193463,0.0017191142970849867,0.0009420860606812143,3192.8759999999997
5260,2860,1807.63,1,File clerks,Miscellaneous media and communications workers,1857279.65,854907.87,995921.37,0.0009732675421280797,0.0015085646902985236,0.002114414971989906,2801.8265
5260,3930,4365.51,2,File clerks,Security guards and gaming surveillance officers,1857279.65,7481637.32,9006797.47,0.0023504860993873488,0.0036432534540503905,0.0005834966081996607,6766.5405
5260,4130,3517.34,1,File clerks,Dining room and cafeteria attendants bartender helpers and miscellaneous food preparation and serving related workers,1857279.65,2458433.71,3033276.5,0.0018938128138107798,0.002935409861406709,0.0014307239547248155,5451.877
5260,4220,3333.46,2,File clerks,Janitors and building cleaners,1857279.65,17966732.16,21540570.15,0.0017948077985994195,0.0027819520878291,0.00018553513072462922,5166.863
5260,4230,324.16,1,File clerks,Maids and housekeeping cleaners,1857279.65,11496932.97,13911050.2,0.00017453483647441033,0.00027052899653533604,2.8195345736629098e-05,502.4480000000001
5260,4510,1541.22,1,File clerks,Hairdressers hairstylists and cosmetologists,1857279.65,6046446.67,7453077.04,0.0008298265691975896,0.001286231182256264,0.00025489681528936733,2388.891
5260,4540,1736.97,1,File clerks,Tour and travel guides,1857279.65,366230.57,416947.29,0.0009352226521191896,0.001449595110784744,0.0047428318176715835,2692.3035000000004
5260,4620,205.43,1,File clerks,Recreation and fitness workers,1857279.65,3028545.03,3730193.21,0.00011060800671562843,0.00017144241040922408,6.783125162910324e-05,318.41650000000004
5260,4760,2074.04,2,File clerks,Retail salespersons,1857279.65,24133685.46,30119043.79,0.0011167085150585697,0.001730898198340783,8.593963004272949e-05,3214.762
5260,4810,1377.99,1,File clerks,Insurance sales agents,1857279.65,4867800.58,6006616.63,0.0007419399657989038,0.001150006946988301,0.000283082673037522,2135.8845
5260,4965,2344.08,1,File clerks,Sales and related workers all other,1857279.65,1922207.55,2456596.79,0.0012621039594118205,0.001956261137088322,0.0012194728919881727,3633.3240000000005
5260,5240,266.35,1,File clerks,Customer service representatives,1857279.65,17108971.29,20909646.29,0.00014340866761771714,0.00022228343480746156,1.5567855921044102e-05,412.84250000000003
5260,5260,1767644.75,962,File clerks,File clerks,1857279.65,1891374.56,2280159.37,0.951738608668867,0.9251948434367437,0.9345820692438624,1718345.5550000002
5260,5310,3384.55,1,File clerks,Interviewers except eligibility and loan,1857279.65,1255699.37,1486259.52,0.0018223157724255475,0.002824589447259599,0.002695350559903522,5246.052500000001
5260,5320,2977.28,1,File clerks,Library assistants clerical,1857279.65,724650.4,823418.87,0.0016030326935418694,0.0024847006749898976,0.004108574286304127,4614.784000000001
5260,5350,1037.2,1,File clerks,Order clerks,1857279.65,842775.38,1038786.16,0.0005584511734676036,0.0008655993188747856,0.00123069565700887,1607.66
5260,5420,1644.09,1,File clerks,Information and record clerks all other,1857279.65,911346.14,1085160.42,0.0008852140279467338,0.0013720817433174376,0.0018040236610866644,2548.3395
5260,5520,1017.23,1,File clerks,Dispatchers,1857279.65,2296701.45,2792681.05,0.000547698888533022,0.0008489332772261841,0.0004429091121094559,1576.7065000000002
5260,5810,319.42,1,File clerks,Data entry keyers,1857279.65,2442629.46,2886502.71,0.0001719827167653509,0.0002665732109862939,0.00013076891326775368,495.10100000000006
5260,5860,3211.52,2,File clerks,Office clerks general,1857279.65,9282059.52,11522735.6,0.0017291526346072872,0.002680186583641295,0.00034599217911500743,4977.856000000001
5260,5940,3178.82,1,File clerks,Office and administrative support workers all other,1857279.65,4480133.42,5276547.59,0.0017115462391460545,0.0026528966706763847,0.0007095369048183392,4927.171000000001
5260,9130,6496.45,1,File clerks,Driver/sales workers and truck drivers,1857279.65,26324692.88,32248726.71,0.0034978308193922224,0.005421637770057945,0.0002467816065172647,10069.497500000001
5260,9150,684.55,1,File clerks,Motor vehicle operators all other,1857279.65,518131.56,608274.45,0.0003685766976448592,0.0005712938813495318,0.0013211895449873772,1061.0525
5260,9620,2124.73,1,File clerks,Laborers and freight stock and material movers hand,1857279.65,14454385.23,17641865.57,0.0011440011201328782,0.0017732017362059613,0.00014699552877490315,3293.3315
5260,9640,1737.25,1,File clerks,Packers and packagers hand,1857279.65,3964948.59,4757604.76,0.0009353734102454631,0.001449828785880468,0.00043815196100688915,2692.7375
5300,50,1959.0,1,Hotel motel and resort desk clerks,Marketing and sales managers,915550.24,8254144.44,9764646.76,0.002139696888725626,0.0033165301775247204,0.00023733531854695772,3036.4500000000003
5300,120,262.8,1,Hotel motel and resort desk clerks,Financial managers,915550.24,9961552.1,11842484.67,0.00028704050145844537,0.0004449127772605903,2.6381431062334153e-05,407.34
5300,520,763.61,1,Hotel motel and resort desk clerks,Wholesale and retail buyers except farm products,915550.24,1741455.72,2048145.56,0.0008340448908625703,0.001292769580836984,0.00043848947247421255,1183.5955000000001
5300,630,4200.06,1,Hotel motel and resort desk clerks,Human resource workers,915550.24,5337938.5,6409378.82,0.004587470808811104,0.007110579753657211,0.0007868318452900873,6510.093000000001
5300,910,567.76,1,Hotel motel and resort desk clerks,Loan counselors and officers,915550.24,2752663.67,3379673.32,0.0006201298139575606,0.000961201211634219,0.00020625839843339816,880.028
5300,940,618.56,1,Hotel motel and resort desk clerks,Tax preparers,915550.24,1256487.26,1517484.4,0.0006756155729913849,0.0010472041381366466,0.0004922930933657059,958.7679999999999
5300,1050,181.89,1,Hotel motel and resort desk clerks,Computer support specialists,915550.24,4446245.47,5177193.22,0.0001986674155642185,0.0003079344941245387,4.0908672547941894e-05,281.9295
5300,2000,6602.73,2,Hotel motel and resort desk clerks,Counselors,915550.24,6488938.81,7769396.94,0.0072117615304213125,0.011178230372153035,0.0010175361786159299,10234.2315
5300,2200,1816.62,1,Hotel motel and resort desk clerks,Postsecondary teachers,915550.24,11993285.9,13780683.22,0.0019841838499217693,0.0030754849673787425,0.0001514697485865821,2815.761
5300,2310,1061.19,1,Hotel motel and resort desk clerks,Elementary and middle school teachers,915550.24,27021851.52,32141920.06,0.0011590734769508662,0.0017965638892738427,3.927155025681971e-05,1644.8445000000002
5300,2320,1309.44,1,Hotel motel and resort desk clerks,Secondary school teachers,915550.24,9527775.89,11057123.76,0.0014302218958513954,0.002216843938569663,0.00013743396309041437,2029.6320000000003
5300,2340,2627.12,1,Hotel motel and resort desk clerks,Other teachers and instructors,915550.24,7215768.95,8613033.87,0.002869443843955521,0.004447637958131058,0.0003640803936772393,4072.036
5300,2630,4878.47,1,Hotel motel and resort desk clerks,Designers,915550.24,6935651.14,8308150.55,0.005328456906963402,0.008259108205793272,0.0007033903380555557,7561.6285
5300,2720,1905.87,1,Hotel motel and resort desk clerks,Athletes coaches umpires and related workers,915550.24,2186551.83,2657964.79,0.0020816662120038327,0.0032265826286059407,0.0008716326655746366,2954.0985
5300,3050,3034.77,1,Hotel motel and resort desk clerks,Pharmacists,915550.24,2466177.71,2945807.48,0.00331469521541494,0.005137777583893157,0.0012305560899745541,4703.8935
5300,3500,440.15,1,Hotel motel and resort desk clerks,Licensed practical and licensed vocational nurses,915550.24,4753791.5,5958063.27,0.0004807491503688536,0.0007451611830717231,9.258925217902383e-05,682.2325
5300,3600,2431.19,1,Hotel motel and resort desk clerks,Nursing psychiatric and home health aides,915550.24,15843856.34,19763541.94,0.002655441387902427,0.004115934151248762,0.00015344685964250544,3768.3445
5300,3640,3421.58,1,Hotel motel and resort desk clerks,Dental assistants,915550.24,2312296.09,2824745.84,0.003737184318798278,0.005792635694137331,0.001479732640987167,5303.449
5300,3645,3523.44,1,Hotel motel and resort desk clerks,Medical assistants,915550.24,3868634.75,4760721.85,0.0038484398190972023,0.0059650817196006635,0.0009107709121415507,5461.332
5300,3655,1521.15,1,Hotel motel and resort desk clerks,Miscellaneous healthcare support occupations including medical equipment preparers,915550.24,1250606.55,1548116.35,0.0016614598888642093,0.0025752628277395245,0.001216329788133606,2357.7825000000003
5300,3800,173.24,1,Hotel motel and resort desk clerks,Bailiffs correctional officers and jailers,915550.24,3196019.25,3909874.88,0.00018921954517755357,0.000293290295025208,5.420493008607505e-05,268.522
5300,4030,4434.65,3,Hotel motel and resort desk clerks,Food preparation workers,915550.24,6454731.58,8003998.62,0.004843699238176159,0.007507733819173047,0.000687038639025792,6873.7074999999995
5300,4130,1575.92,1,Hotel motel and resort desk clerks,Dining room and cafeteria attendants bartender helpers and miscellaneous food preparation and serving related workers,915550.24,2458433.71,3033276.5,0.0017212818381217398,0.0026679868490886967,0.0006410260295365052,2442.676
5300,4510,325.64,1,Hotel motel and resort desk clerks,Hairdressers hairstylists and cosmetologists,915550.24,6046446.67,7453077.04,0.0003556768222790264,0.000551299074532491,5.385642473548849e-05,504.74199999999996
5300,4520,445.34,1,Hotel motel and resort desk clerks,Miscellaneous personal appearance workers,915550.24,2376071.86,3132501.29,0.0004864178726008526,0.0007539477025313216,0.00018742699137053878,690.277
5300,4610,1477.32,2,Hotel motel and resort desk clerks,Personal and home care aides,915550.24,10187701.91,12224595.16,0.0016135870381072698,0.0025010599090662684,0.0001450101321231139,2289.846
5300,4700,1404.57,2,Hotel motel and resort desk clerks,First-line supervisors/managers of retail sales workers,915550.24,26229527.18,32085839.1,0.0015341266253176887,0.0023778962692424174,5.35491924944413e-05,2177.0834999999997
5300,4720,10850.68,8,Hotel motel and resort desk clerks,Cashiers,915550.24,22819083.82,27819222.17,0.011851539681754657,0.01836988650671972,0.00047550901191264393,16818.554
5300,4760,1021.64,1,Hotel motel and resort desk clerks,Retail salespersons,915550.24,24133685.46,30119043.79,0.0011158754106164617,0.0017296068864555158,4.233253150221508e-05,1583.5420000000001
5300,4840,1477.03,1,Hotel motel and resort desk clerks,Sales representatives services all other,915550.24,3841904.22,4680526.03,0.0016132702886954625,0.002500568947477967,0.0003844525827351312,2289.3965000000003
5300,4920,684.0,1,Hotel motel and resort desk clerks,Real estate brokers and sales agents,915550.24,6813921.64,8696632.36,0.0007470917161247208,0.0011579921599933173,0.00010038272174788321,1060.2
5300,5100,618.11,1,Hotel motel and resort desk clerks,Bill and account collectors,915550.24,1318928.27,1583764.76,0.0006751240652834082,0.0010464423011892828,0.000468645652731365,958.0705000000002
5300,5110,222.57,1,Hotel motel and resort desk clerks,Billing and posting clerks and machine operators,915550.24,3822591.72,4536905.36,0.00024309971236532034,0.00037680455416624653,5.822489460109017e-05,344.9835
5300,5160,2332.42,2,Hotel motel and resort desk clerks,Tellers,915550.24,2885828.61,3517497.34,0.002547560907198277,0.003948719406157329,0.0008082323364310953,3615.2509999999997
5300,5240,9114.96,5,Hotel motel and resort desk clerks,Customer service representatives,915550.24,17108971.29,20909646.29,0.009955717995333603,0.015431362892767085,0.0005327590914438901,14128.187999999998
5300,5300,792367.69,529,Hotel motel and resort desk clerks,Hotel motel and resort desk clerks,915550.24,867073.9,1102440.62,0.8654551715261414,0.7914555158655191,0.9138410117061532,724617.2874999999
5300,5330,2385.7,1,Hotel motel and resort desk clerks,Loan interviewers and clerks,915550.24,1111867.88,1336731.45,0.0026057554198227286,0.004038920900725229,0.0021456686022803357,3697.835
5300,5400,4637.82,2,Hotel motel and resort desk clerks,Receptionists and information clerks,915550.24,10323649.14,12422544.43,0.0050656095071309245,0.007851694736052933,0.00044924231123182084,7188.620999999999
5300,5410,4622.63,1,Hotel motel and resort desk clerks,Reservation and transportation ticket agents and travel clerks,915550.24,905639.16,1107832.6,0.00504901839138833,0.007825978506651912,0.005104273538701661,7165.0765
5300,5700,3403.8500000000004,3,Hotel motel and resort desk clerks,Secretaries and administrative assistants,915550.24,23340536.33,28028965.9,0.003717818915103993,0.005762619318411189,0.00014583426669698984,5275.967500000001
5300,5860,1877.83,1,Hotel motel and resort desk clerks,Office clerks general,915550.24,9282059.52,11522735.6,0.0020510398206001236,0.0031791117219301915,0.0002023074723830256,2910.6365
5300,5940,3984.15,1,Hotel motel and resort desk clerks,Office and administrative support workers all other,915550.24,4480133.42,5276547.59,0.00435164541052384,0.006745050386311953,0.0008892927121799868,6175.432500000001
5300,6005,2637.73,1,Hotel motel and resort desk clerks,First-line supervisors of farming fishing and forestry workers,915550.24,426583.75,506799.72,0.002881032503470263,0.004465600380378907,0.006183381340709767,4088.4815
5300,6260,1668.76,1,Hotel motel and resort desk clerks,Construction laborers,915550.24,12199027.18,15447565.55,0.001822685339474107,0.0028251622761848658,0.00013679451446225896,2586.578
5300,6765,2630.7,1,Hotel motel and resort desk clerks,Miscellaneous construction and related workers,915550.24,310770.97,377515.0,0.0028733540608323143,0.0044536987942900876,0.008465076387282892,4077.585
5300,7750,3643.52,1,Hotel motel and resort desk clerks,Miscellaneous assemblers and fabricators,915550.24,8077589.1,9742648.04,0.003979595920372431,0.006168373676577268,0.0004510652813473763,5647.456
5300,7810,1641.22,1,Hotel motel and resort desk clerks,Butchers and other meat poultry and fish processing workers,915550.24,2493594.1,2993538.56,0.0017926050677459274,0.0027785378550061876,0.0006581744799604715,2543.891
5300,8220,4010.42,1,Hotel motel and resort desk clerks,Metalworkers and plastic workers all others,915550.24,3330302.47,3921299.25,0.004380338538276174,0.00678952473432807,0.0012042209487356263,6216.151000000001
5300,8740,3910.99,1,Hotel motel and resort desk clerks,Inspectors testers sorters samplers and weighers,915550.24,5951524.19,7125837.42,0.0042717371796003245,0.006621192628380503,0.0006571409062860584,6062.0345
5300,9620,2841.74,1,Hotel motel and resort desk clerks,Laborers and freight stock and material movers hand,915550.24,14454385.23,17641865.57,0.003103860253479918,0.004810983392893873,0.00019660054404126322,4404.697
5310,420,2098.49,1,Interviewers except eligibility and loan,Social and community service managers,1253261.18,3263337.33,3730879.0,0.0016744235227967405,0.0025953564603349477,0.0006430502849670155,3252.6594999999998
5310,430,7430.55,2,Interviewers except eligibility and loan,Managers all other,1253261.18,33613457.56,40898904.77,0.005928971645000606,0.009189906049750939,0.00022105878238608666,11517.352499999999
5310,630,2654.19,1,Interviewers except eligibility and loan,Human resource workers,1253261.18,5337938.5,6409378.82,0.0021178267087152577,0.0032826313985086495,0.0004972312813270516,4113.9945
5310,735,1603.99,1,Interviewers except eligibility and loan,Market research analysts and marketing specialists,1253261.18,2222492.87,2670490.7,0.0012798529353634013,0.001983772049813272,0.0007217076021485729,2486.1845
5310,1105,522.73,1,Interviewers except eligibility and loan,Network and computer systems administrators,1253261.18,1861053.1300000001,2093863.19,0.0004170958203620414,0.0006464985215611642,0.0002808786012465963,810.2315
5310,2010,3969.79,2,Interviewers except eligibility and loan,Social workers,1253261.18,6556981.9,7669327.26,0.0031675679924913977,0.004909730388361667,0.0006054294583305163,6153.1745
5310,2310,985.7,2,Interviewers except eligibility and loan,Elementary and middle school teachers,1253261.18,27021851.52,32141920.06,0.0007865080445562035,0.0012190874690621153,3.6477885287410535e-05,1527.835
5310,2330,301.76,1,Interviewers except eligibility and loan,Special education teachers,1253261.18,3118289.38,3671739.68,0.00024077981893606568,0.0003732087193509018,9.677100590324301e-05,467.728
5310,2430,3642.27,1,Interviewers except eligibility and loan,Librarians,1253261.18,1671691.71,1894613.35,0.002906233798768107,0.004504662388090566,0.002178792882809714,5645.518500000001
5310,2900,1872.96,1,Interviewers except eligibility and loan,Broadcast and sound engineering technicians and radio operators,1253261.18,942150.17,1087822.49,0.0014944690140326537,0.0023164269717506135,0.00198796334134292,2903.088
5310,2910,1417.4,1,Interviewers except eligibility and loan,Photographers,1253261.18,1430968.19,1689899.63,0.0011309693642629225,0.0017530025146075298,0.000990518174970752,2196.97
5310,3060,2525.63,1,Interviewers except eligibility and loan,Physicians and surgeons,1253261.18,7544801.09,9950876.03,0.0020152463351653487,0.0031236318195062905,0.0003347510384796639,3914.7265
5310,3255,330.15,1,Interviewers except eligibility and loan,Registered nurses,1253261.18,24027939.19,29335848.83,0.000263432718788912,0.0004083207141228136,1.3740254517432877e-05,511.7325
5310,3420,3779.17,1,Interviewers except eligibility and loan,Health practitioner support technologists and technicians ,1253261.18,4753133.69,5698902.02,0.0030154688107390357,0.004673976656645505,0.0007950901965898628,5857.713500000001
